时间,设备名称,片上时间(),加速度X(g),加速度Y(g),加速度Z(g),角速度X(°/s),角速度Y(°/s),角速度Z(°/s),角度X(°),角度Y(°),角度Z(°),磁场X(ʯt),磁场Y(ʯt),磁场Z(ʯt),温度(℃),电量(),信号(),版本号()
 11:30:49.411,WT5500002564_UDP, 2024-7-22 10:51:49.628, 0.003, 0.014, 0.990, 0.000, 0.000, 0.000, 0.807, -0.225, -30.251, -14.453, 24.316, -24.121, 37.6, 3.66, -71, 13011,
 11:30:49.491,WT5500002557_UDP, 2024-7-22 10:55:46.397, 0.008, 0.022, 0.995, 0.000, 0.000, 0.000, 1.236, -0.472, -115.642, -32.129, -16.309, -44.824, 36.0, 3.71, -78, 13011,
 11:30:49.509,WT5500002564_UDP, 2024-7-22 10:51:49.728, 0.004, 0.014, 0.989, 0.000, 0.000, 0.000, 0.807, -0.225, -30.256, -14.551, 24.414, -24.121, 37.6, 3.66, -71, 13011,
 11:30:49.592,WT5500002557_UDP, 2024-7-22 10:55:46.497, 0.008, 0.021, 0.995, 0.000, 0.000, 0.000, 1.236, -0.472, -115.648, -32.129, -16.113, -44.824, 36.0, 3.71, -78, 13011,
 11:30:49.609,WT5500002564_UDP, 2024-7-22 10:51:49.828, 0.004, 0.015, 0.988, 0.000, 0.000, 0.000, 0.807, -0.225, -30.251, -14.453, 24.414, -24.121, 37.6, 3.66, -71, 13011,
 11:30:49.693,WT5500002557_UDP, 2024-7-22 10:55:46.597, 0.008, 0.021, 0.995, 0.000, 0.000, 0.000, 1.236, -0.472, -115.642, -32.129, -16.113, -44.824, 36.0, 3.71, -78, 13011,
 11:30:49.709,WT5500002564_UDP, 2024-7-22 10:51:49.928, 0.004, 0.014, 0.988, 0.000, 0.000, 0.000, 0.807, -0.225, -30.256, -14.453, 24.316, -24.121, 37.6, 3.66, -71, 13011,
 11:30:49.791,WT5500002557_UDP, 2024-7-22 10:55:46.697, 0.008, 0.021, 0.996, 0.000, 0.000, 0.000, 1.236, -0.467, -115.631, -32.129, -15.918, -44.922, 36.0, 3.71, -78, 13011,
 11:30:49.808,WT5500002564_UDP, 2024-7-22 10:51:50.28, 0.004, 0.015, 0.988, 0.000, 0.000, 0.000, 0.807, -0.225, -30.256, -14.453, 24.414, -24.121, 37.6, 3.66, -71, 13011,
 11:30:49.891,WT5500002557_UDP, 2024-7-22 10:55:46.797, 0.009, 0.021, 0.996, 0.000, 0.000, 0.000, 1.230, -0.467, -115.620, -32.031, -16.113, -44.824, 36.0, 3.71, -78, 13011,
 11:30:49.907,WT5500002564_UDP, 2024-7-22 10:51:50.128, 0.004, 0.015, 0.988, 0.000, 0.000, 0.000, 0.807, -0.225, -30.262, -14.551, 24.414, -24.121, 37.6, 3.66, -71, 13011,
 11:30:49.991,WT5500002557_UDP, 2024-7-22 10:55:46.897, 0.009, 0.021, 0.997, 0.000, 0.000, 0.000, 1.230, -0.467, -115.620, -32.031, -16.309, -44.824, 36.0, 3.71, -78, 13011,
 11:30:50.007,WT5500002564_UDP, 2024-7-22 10:51:50.228, 0.004, 0.014, 0.989, 0.000, 0.000, 0.000, 0.807, -0.225, -30.267, -14.648, 24.316, -24.121, 37.6, 3.66, -71, 13011,
 11:30:50.090,WT5500002557_UDP, 2024-7-22 10:55:46.997, 0.008, 0.022, 0.997, 0.000, 0.000, 0.000, 1.230, -0.467, -115.631, -32.031, -16.406, -44.629, 36.0, 3.71, -78, 13011,
 11:30:50.109,WT5500002564_UDP, 2024-7-22 10:51:50.328, 0.003, 0.014, 0.988, 0.000, 0.000, 0.000, 0.807, -0.225, -30.267, -14.551, 24.414, -24.023, 37.7, 3.66, -71, 13011,
 11:30:50.191,WT5500002557_UDP, 2024-7-22 10:55:47.97, 0.008, 0.021, 0.997, 0.000, 0.000, 0.000, 1.230, -0.467, -115.637, -32.031, -16.309, -44.824, 36.0, 3.71, -78, 13011,
 11:30:50.208,WT5500002564_UDP, 2024-7-22 10:51:50.428, 0.003, 0.015, 0.988, 0.000, 0.000, 0.000, 0.807, -0.225, -30.267, -14.551, 24.316, -24.023, 37.6, 3.66, -71, 13011,
 11:30:50.291,WT5500002557_UDP, 2024-7-22 10:55:47.197, 0.009, 0.021, 0.997, 0.000, 0.000, 0.000, 1.230, -0.467, -115.631, -32.129, -16.016, -44.824, 36.0, 3.71, -78, 13011,
 11:30:50.317,WT5500002564_UDP, 2024-7-22 10:51:50.528, 0.003, 0.013, 0.989, 0.000, 0.000, 0.000, 0.807, -0.225, -30.262, -14.453, 24.316, -24.121, 37.6, 3.66, -71, 13011,
 11:30:50.391,WT5500002557_UDP, 2024-7-22 10:55:47.297, 0.008, 0.021, 0.997, 0.000, 0.000, 0.000, 1.230, -0.467, -115.626, -32.129, -16.113, -44.629, 36.0, 3.71, -78, 13011,
 11:30:50.408,WT5500002564_UDP, 2024-7-22 10:51:50.628, 0.003, 0.013, 0.989, 0.000, 0.000, 0.000, 0.807, -0.225, -30.262, -14.551, 24.316, -24.023, 37.6, 3.66, -71, 13011,
 11:30:50.491,WT5500002557_UDP, 2024-7-22 10:55:47.397, 0.008, 0.021, 0.996, 0.000, 0.000, 0.000, 1.230, -0.467, -115.615, -32.129, -16.211, -44.727, 36.1, 3.71, -78, 13011,
 11:30:50.506,WT5500002564_UDP, 2024-7-22 10:51:50.728, 0.003, 0.013, 0.989, 0.000, 0.000, 0.000, 0.807, -0.225, -30.262, -14.551, 24.316, -24.023, 37.6, 3.66, -71, 13011,
 11:30:50.591,WT5500002557_UDP, 2024-7-22 10:55:47.497, 0.008, 0.021, 0.996, 0.000, 0.000, 0.000, 1.230, -0.467, -115.620, -32.031, -16.113, -44.629, 36.0, 3.71, -78, 13011,
 11:30:50.609,WT5500002564_UDP, 2024-7-22 10:51:50.828, 0.004, 0.014, 0.989, 0.000, 0.000, 0.000, 0.807, -0.225, -30.278, -14.551, 24.316, -24.121, 37.6, 3.66, -71, 13011,
 11:30:50.691,WT5500002557_UDP, 2024-7-22 10:55:47.597, 0.009, 0.021, 0.996, 0.000, 0.000, 0.000, 1.230, -0.472, -115.626, -32.129, -16.309, -44.629, 36.0, 3.71, -78, 13011,
 11:30:50.708,WT5500002564_UDP, 2024-7-22 10:51:50.928, 0.004, 0.015, 0.989, 0.000, 0.000, 0.000, 0.807, -0.225, -30.273, -14.453, 24.316, -24.023, 37.6, 3.66, -71, 13011,
 11:30:50.790,WT5500002557_UDP, 2024-7-22 10:55:47.697, 0.008, 0.021, 0.994, 0.000, 0.000, 0.000, 1.230, -0.467, -115.631, -32.031, -16.309, -44.824, 36.0, 3.71, -78, 13011,
 11:30:50.807,WT5500002564_UDP, 2024-7-22 10:51:51.28, 0.004, 0.013, 0.988, 0.000, 0.000, 0.000, 0.807, -0.220, -30.273, -14.551, 24.316, -24.219, 37.6, 3.66, -71, 13011,
 11:30:50.894,WT5500002557_UDP, 2024-7-22 10:55:47.797, 0.008, 0.021, 0.996, 0.000, 0.000, 0.000, 1.230, -0.472, -115.642, -32.129, -16.211, -44.824, 36.0, 3.71, -78, 13011,
 11:30:50.909,WT5500002564_UDP, 2024-7-22 10:51:51.128, 0.005, 0.014, 0.989, 0.000, 0.000, 0.000, 0.807, -0.225, -30.278, -14.551, 24.414, -24.023, 37.6, 3.66, -71, 13011,
 11:30:50.990,WT5500002557_UDP, 2024-7-22 10:55:47.897, 0.009, 0.023, 0.998, 0.000, 0.000, 0.000, 1.230, -0.472, -115.642, -32.129, -16.211, -44.629, 36.0, 3.71, -78, 13011,
 11:30:51.010,WT5500002564_UDP, 2024-7-22 10:51:51.228, 0.004, 0.015, 0.989, 0.000, 0.000, 0.000, 0.807, -0.225, -30.273, -14.453, 24.414, -24.023, 37.6, 3.66, -71, 13011,
 11:30:51.092,WT5500002557_UDP, 2024-7-22 10:55:47.997, 0.009, 0.021, 0.997, 0.000, 0.000, 0.000, 1.230, -0.472, -115.642, -32.129, -16.211, -44.824, 36.0, 3.71, -78, 13011,
 11:30:51.108,WT5500002564_UDP, 2024-7-22 10:51:51.328, 0.004, 0.014, 0.989, 0.000, 0.000, 0.000, 0.807, -0.220, -30.273, -14.551, 24.414, -24.121, 37.7, 3.66, -71, 13011,
 11:30:51.191,WT5500002557_UDP, 2024-7-22 10:55:48.97, 0.008, 0.021, 0.998, 0.000, 0.000, 0.000, 1.230, -0.472, -115.642, -32.129, -16.113, -44.824, 36.0, 3.71, -78, 13011,
 11:30:51.208,WT5500002564_UDP, 2024-7-22 10:51:51.428, 0.004, 0.014, 0.989, 0.000, 0.000, 0.000, 0.807, -0.220, -30.273, -14.453, 24.512, -24.023, 37.6, 3.66, -71, 13011,
 11:30:51.299,WT5500002557_UDP, 2024-7-22 10:55:48.197, 0.008, 0.021, 0.997, 0.000, 0.000, 0.000, 1.230, -0.472, -115.642, -32.129, -16.211, -44.727, 36.0, 3.71, -78, 13011,
 11:30:51.308,WT5500002564_UDP, 2024-7-22 10:51:51.528, 0.003, 0.015, 0.988, 0.000, 0.000, 0.000, 0.807, -0.225, -30.267, -14.551, 24.316, -24.023, 37.6, 3.66, -71, 13011,
 11:30:51.391,WT5500002557_UDP, 2024-7-22 10:55:48.297, 0.009, 0.020, 0.996, 0.000, 0.000, 0.000, 1.230, -0.472, -115.637, -32.129, -16.113, -44.629, 36.0, 3.71, -78, 13011,
 11:30:51.407,WT5500002564_UDP, 2024-7-22 10:51:51.628, 0.003, 0.014, 0.989, 0.000, 0.000, 0.000, 0.807, -0.225, -30.267, -14.453, 24.414, -24.121, 37.6, 3.66, -71, 13011,
 11:30:51.540,WT5500002557_UDP, 2024-7-22 10:55:48.397, 0.008, 0.021, 0.996, 0.000, 0.000, 0.000, 1.225, -0.472, -115.631, -32.129, -16.211, -44.531, 36.0, 3.71, -78, 13011,
 11:30:51.541,WT5500002564_UDP, 2024-7-22 10:51:51.728, 0.004, 0.013, 0.989, 0.000, 0.000, 0.000, 0.807, -0.220, -30.262, -14.453, 24.414, -24.023, 37.6, 3.66, -71, 13011,
 11:30:51.592,WT5500002557_UDP, 2024-7-22 10:55:48.497, 0.009, 0.022, 0.996, 0.000, 0.000, 0.000, 1.225, -0.472, -115.631, -32.129, -16.016, -44.727, 36.0, 3.71, -78, 13011,
 11:30:51.607,WT5500002564_UDP, 2024-7-22 10:51:51.828, 0.004, 0.014, 0.988, 0.000, 0.000, 0.000, 0.813, -0.225, -30.262, -14.551, 24.414, -24.121, 37.6, 3.66, -71, 13011,
 11:30:51.694,WT5500002557_UDP, 2024-7-22 10:55:48.597, 0.008, 0.021, 0.995, 0.000, 0.000, 0.000, 1.230, -0.472, -115.620, -32.227, -16.113, -44.727, 36.0, 3.71, -78, 13011,
 11:30:51.706,WT5500002564_UDP, 2024-7-22 10:51:51.928, 0.004, 0.014, 0.988, 0.000, 0.000, 0.000, 0.813, -0.225, -30.262, -14.453, 24.219, -24.121, 37.6, 3.66, -72, 13011,
 11:30:51.791,WT5500002557_UDP, 2024-7-22 10:55:48.697, 0.008, 0.021, 0.995, 0.000, 0.000, 0.000, 1.225, -0.472, -115.620, -32.129, -16.113, -44.629, 36.0, 3.71, -78, 13011,
 11:30:51.808,WT5500002564_UDP, 2024-7-22 10:51:52.28, 0.004, 0.015, 0.988, 0.000, 0.000, 0.000, 0.813, -0.225, -30.267, -14.551, 24.316, -24.121, 37.6, 3.66, -72, 13011,
 11:30:51.890,WT5500002557_UDP, 2024-7-22 10:55:48.797, 0.008, 0.022, 0.996, 0.000, 0.000, 0.000, 1.225, -0.472, -115.615, -32.129, -16.113, -44.727, 36.0, 3.71, -78, 13011,
 11:30:51.908,WT5500002564_UDP, 2024-7-22 10:51:52.128, 0.003, 0.014, 0.988, 0.000, 0.000, 0.000, 0.813, -0.225, -30.273, -14.551, 24.414, -24.023, 37.6, 3.66, -72, 13011,
 11:30:51.990,WT5500002557_UDP, 2024-7-22 10:55:48.897, 0.008, 0.021, 0.996, 0.000, 0.000, 0.000, 1.225, -0.472, -115.615, -32.129, -16.113, -44.531, 36.0, 3.71, -78, 13011,
 11:30:52.006,WT5500002564_UDP, 2024-7-22 10:51:52.228, 0.003, 0.014, 0.989, 0.000, 0.000, 0.000, 0.813, -0.225, -30.273, -14.453, 24.316, -24.023, 37.6, 3.66, -72, 13011,
 11:30:52.090,WT5500002557_UDP, 2024-7-22 10:55:48.997, 0.009, 0.021, 0.997, 0.000, 0.000, 0.000, 1.225, -0.472, -115.615, -32.031, -16.211, -44.434, 36.0, 3.71, -78, 13011,
 11:30:52.107,WT5500002564_UDP, 2024-7-22 10:51:52.328, 0.003, 0.015, 0.989, 0.000, 0.000, 0.000, 0.813, -0.225, -30.273, -14.551, 24.316, -24.023, 37.6, 3.66, -72, 13011,
 11:30:52.194,WT5500002557_UDP, 2024-7-22 10:55:49.97, 0.008, 0.021, 0.997, 0.000, 0.000, 0.000, 1.225, -0.472, -115.604, -32.129, -16.016, -44.629, 36.0, 3.71, -78, 13011,
 11:30:52.207,WT5500002564_UDP, 2024-7-22 10:51:52.428, 0.003, 0.014, 0.989, 0.000, 0.000, 0.000, 0.813, -0.225, -30.278, -14.551, 24.316, -24.023, 37.6, 3.66, -72, 13011,
 11:30:52.292,WT5500002557_UDP, 2024-7-22 10:55:49.197, 0.008, 0.021, 0.997, 0.000, 0.000, 0.000, 1.225, -0.472, -115.604, -32.129, -16.211, -44.727, 36.1, 3.71, -78, 13011,
 11:30:52.309,WT5500002564_UDP, 2024-7-22 10:51:52.528, 0.004, 0.013, 0.989, 0.000, 0.000, 0.000, 0.813, -0.225, -30.284, -14.551, 24.414, -24.121, 37.6, 3.66, -72, 13011,
 11:30:52.392,WT5500002557_UDP, 2024-7-22 10:55:49.297, 0.008, 0.021, 0.997, 0.000, 0.000, 0.000, 1.225, -0.472, -115.609, -32.129, -16.211, -44.727, 36.0, 3.71, -78, 13011,
 11:30:52.407,WT5500002564_UDP, 2024-7-22 10:51:52.628, 0.003, 0.014, 0.989, 0.000, 0.000, 0.000, 0.813, -0.225, -30.284, -14.551, 24.316, -24.023, 37.6, 3.66, -72, 13011,
 11:30:52.495,WT5500002557_UDP, 2024-7-22 10:55:49.397, 0.008, 0.021, 0.997, 0.000, 0.000, 0.000, 1.225, -0.472, -115.609, -32.129, -16.211, -44.727, 36.1, 3.71, -78, 13011,
 11:30:52.507,WT5500002564_UDP, 2024-7-22 10:51:52.728, 0.004, 0.014, 0.989, 0.000, 0.000, 0.000, 0.813, -0.225, -30.289, -14.551, 24.414, -24.023, 37.6, 3.66, -72, 13011,
 11:30:52.597,WT5500002557_UDP, 2024-7-22 10:55:49.497, 0.008, 0.022, 0.997, 0.000, 0.000, 0.000, 1.225, -0.467, -115.609, -32.031, -16.016, -44.629, 36.0, 3.71, -78, 13011,
 11:30:52.608,WT5500002564_UDP, 2024-7-22 10:51:52.828, 0.004, 0.014, 0.989, 0.000, 0.000, 0.000, 0.807, -0.225, -30.295, -14.648, 24.316, -24.121, 37.7, 3.66, -72, 13011,
 11:30:52.692,WT5500002557_UDP, 2024-7-22 10:55:49.597, 0.009, 0.021, 0.996, 0.000, 0.000, 0.000, 1.225, -0.472, -115.598, -32.031, -16.016, -44.727, 36.0, 3.71, -78, 13011,
 11:30:52.708,WT5500002564_UDP, 2024-7-22 10:51:52.928, 0.005, 0.014, 0.988, 0.000, 0.000, 0.000, 0.813, -0.220, -30.300, -14.648, 24.219, -24.121, 37.6, 3.66, -72, 13011,
 11:30:52.872,WT5500002557_UDP, 2024-7-22 10:55:49.697, 0.008, 0.022, 0.996, 0.000, 0.000, 0.000, 1.225, -0.472, -115.593, -32.031, -16.211, -44.629, 36.0, 3.71, -78, 13011,
 11:30:52.873,WT5500002564_UDP, 2024-7-22 10:51:53.28, 0.004, 0.014, 0.989, 0.000, 0.000, 0.000, 0.807, -0.220, -30.317, -14.551, 24.316, -24.023, 37.6, 3.66, -72, 13011,
 11:30:52.892,WT5500002557_UDP, 2024-7-22 10:55:49.797, 0.008, 0.021, 0.995, 0.000, 0.000, 0.000, 1.225, -0.472, -115.593, -32.031, -16.113, -44.629, 36.0, 3.71, -78, 13011,
 11:30:52.906,WT5500002564_UDP, 2024-7-22 10:51:53.128, 0.004, 0.014, 0.988, 0.000, 0.000, 0.000, 0.813, -0.225, -30.322, -14.551, 24.316, -24.023, 37.6, 3.66, -72, 13011,
 11:30:52.992,WT5500002557_UDP, 2024-7-22 10:55:49.897, 0.008, 0.021, 0.995, 0.000, 0.000, 0.000, 1.225, -0.472, -115.593, -32.031, -16.113, -44.629, 36.0, 3.71, -78, 13011,
 11:30:53.006,WT5500002564_UDP, 2024-7-22 10:51:53.228, 0.003, 0.014, 0.987, 0.000, 0.000, 0.000, 0.807, -0.225, -30.317, -14.551, 24.316, -24.023, 37.6, 3.66, -72, 13011,
 11:30:53.090,WT5500002557_UDP, 2024-7-22 10:55:49.997, 0.008, 0.021, 0.995, 0.000, 0.000, 0.000, 1.225, -0.472, -115.593, -31.934, -16.113, -44.727, 36.0, 3.71, -76, 13011,
 11:30:53.106,WT5500002564_UDP, 2024-7-22 10:51:53.328, 0.004, 0.015, 0.988, 0.000, 0.000, 0.000, 0.813, -0.220, -30.322, -14.551, 24.316, -23.926, 37.6, 3.66, -72, 13011,
 11:30:53.190,WT5500002557_UDP, 2024-7-22 10:55:50.97, 0.008, 0.021, 0.996, 0.000, 0.000, 0.000, 1.225, -0.472, -115.593, -32.031, -16.113, -44.727, 36.0, 3.71, -76, 13011,
 11:30:53.206,WT5500002564_UDP, 2024-7-22 10:51:53.428, 0.003, 0.013, 0.988, 0.000, 0.000, 0.000, 0.813, -0.225, -30.333, -14.648, 24.316, -24.023, 37.6, 3.66, -72, 13011,
 11:30:53.289,WT5500002557_UDP, 2024-7-22 10:55:50.197, 0.008, 0.021, 0.996, 0.000, 0.000, 0.000, 1.225, -0.472, -115.587, -32.031, -16.211, -44.727, 36.0, 3.71, -76, 13011,
 11:30:53.308,WT5500002564_UDP, 2024-7-22 10:51:53.528, 0.004, 0.014, 0.987, 0.000, 0.000, 0.000, 0.807, -0.225, -30.350, -14.648, 24.316, -24.023, 37.6, 3.66, -72, 13011,
 11:30:53.391,WT5500002557_UDP, 2024-7-22 10:55:50.297, 0.008, 0.021, 0.997, 0.000, 0.000, 0.000, 1.225, -0.472, -115.587, -32.031, -16.113, -44.629, 36.0, 3.71, -76, 13011,
 11:30:53.406,WT5500002564_UDP, 2024-7-22 10:51:53.628, 0.003, 0.013, 0.988, 0.000, 0.000, 0.000, 0.807, -0.225, -30.355, -14.648, 24.316, -24.121, 37.6, 3.66, -72, 13011,
 11:30:53.491,WT5500002557_UDP, 2024-7-22 10:55:50.397, 0.009, 0.021, 0.997, 0.000, 0.000, 0.000, 1.225, -0.472, -115.576, -32.031, -16.113, -44.727, 36.0, 3.71, -76, 13011,
 11:30:53.514,WT5500002564_UDP, 2024-7-22 10:51:53.728, 0.004, 0.014, 0.989, 0.000, 0.000, 0.000, 0.807, -0.225, -30.366, -14.551, 24.316, -24.121, 37.6, 3.66, -72, 13011,
 11:30:53.590,WT5500002557_UDP, 2024-7-22 10:55:50.497, 0.008, 0.022, 0.998, 0.000, 0.000, 0.000, 1.225, -0.472, -115.571, -32.031, -16.113, -44.629, 36.0, 3.71, -76, 13011,
 11:30:53.608,WT5500002564_UDP, 2024-7-22 10:51:53.828, 0.004, 0.014, 0.989, 0.000, 0.000, 0.000, 0.807, -0.225, -30.372, -14.648, 24.316, -24.023, 37.6, 3.66, -72, 13011,
 11:30:53.690,WT5500002557_UDP, 2024-7-22 10:55:50.597, 0.008, 0.021, 0.998, 0.000, 0.000, 0.000, 1.225, -0.472, -115.565, -32.129, -16.016, -44.629, 36.0, 3.71, -76, 13011,
 11:30:53.708,WT5500002564_UDP, 2024-7-22 10:51:53.928, 0.004, 0.014, 0.990, 0.000, 0.000, 0.000, 0.807, -0.225, -30.383, -14.648, 24.316, -24.023, 37.6, 3.66, -73, 13011,
 11:30:53.790,WT5500002557_UDP, 2024-7-22 10:55:50.697, 0.008, 0.021, 0.997, 0.000, 0.000, 0.000, 1.225, -0.472, -115.565, -32.129, -16.211, -44.629, 36.0, 3.71, -76, 13011,
 11:30:53.809,WT5500002564_UDP, 2024-7-22 10:51:54.28, 0.004, 0.014, 0.989, 0.000, 0.000, 0.000, 0.807, -0.220, -30.388, -14.648, 24.316, -24.023, 37.6, 3.66, -73, 13011,
 11:30:53.891,WT5500002557_UDP, 2024-7-22 10:55:50.797, 0.008, 0.021, 0.997, 0.000, 0.000, 0.000, 1.225, -0.472, -115.571, -32.129, -16.113, -44.824, 36.0, 3.71, -76, 13011,
 11:30:53.907,WT5500002564_UDP, 2024-7-22 10:51:54.128, 0.003, 0.013, 0.988, 0.000, 0.000, 0.000, 0.807, -0.220, -30.399, -14.551, 24.219, -24.023, 37.7, 3.66, -73, 13011,
 11:30:53.990,WT5500002557_UDP, 2024-7-22 10:55:50.897, 0.008, 0.021, 0.997, 0.000, 0.000, 0.000, 1.225, -0.472, -115.571, -32.129, -16.211, -44.727, 36.0, 3.71, -76, 13011,
 11:30:54.006,WT5500002564_UDP, 2024-7-22 10:51:54.228, 0.004, 0.014, 0.989, 0.000, 0.000, 0.000, 0.807, -0.220, -30.399, -14.551, 24.316, -23.926, 37.6, 3.66, -73, 13011,
 11:30:54.091,WT5500002557_UDP, 2024-7-22 10:55:50.997, 0.009, 0.021, 0.995, 0.000, 0.000, 0.000, 1.225, -0.472, -115.576, -32.031, -16.016, -44.629, 36.0, 3.71, -75, 13011,
 11:30:54.107,WT5500002564_UDP, 2024-7-22 10:51:54.328, 0.003, 0.014, 0.987, 0.000, 0.000, 0.000, 0.807, -0.225, -30.399, -14.551, 24.414, -24.023, 37.6, 3.66, -73, 13011,
 11:30:54.190,WT5500002557_UDP, 2024-7-22 10:55:51.97, 0.008, 0.022, 0.995, 0.000, 0.000, 0.000, 1.225, -0.472, -115.565, -32.227, -16.113, -44.629, 36.0, 3.71, -75, 13011,
 11:30:54.206,WT5500002564_UDP, 2024-7-22 10:51:54.428, 0.004, 0.013, 0.990, 0.000, 0.000, 0.000, 0.802, -0.225, -30.405, -14.551, 24.316, -24.023, 37.6, 3.66, -73, 13011,
 11:30:54.291,WT5500002557_UDP, 2024-7-22 10:55:51.197, 0.008, 0.022, 0.995, 0.000, 0.000, 0.000, 1.230, -0.472, -115.576, -32.129, -16.309, -44.629, 36.0, 3.71, -75, 13011,
 11:30:54.306,WT5500002564_UDP, 2024-7-22 10:51:54.528, 0.004, 0.013, 0.989, 0.000, 0.000, 0.000, 0.802, -0.220, -30.405, -14.551, 24.414, -24.023, 37.6, 3.66, -73, 13011,
 11:30:54.391,WT5500002557_UDP, 2024-7-22 10:55:51.297, 0.008, 0.021, 0.995, 0.000, 0.000, 0.000, 1.230, -0.472, -115.571, -32.031, -16.113, -44.824, 36.1, 3.71, -75, 13011,
 11:30:54.409,WT5500002564_UDP, 2024-7-22 10:51:54.628, 0.003, 0.015, 0.990, 0.000, 0.000, 0.000, 0.802, -0.220, -30.405, -14.648, 24.316, -24.023, 37.6, 3.66, -73, 13011,
 11:30:54.491,WT5500002557_UDP, 2024-7-22 10:55:51.397, 0.008, 0.021, 0.996, 0.000, 0.000, 0.000, 1.230, -0.472, -115.576, -32.129, -16.211, -44.727, 36.0, 3.71, -75, 13011,
 11:30:54.506,WT5500002564_UDP, 2024-7-22 10:51:54.728, 0.003, 0.014, 0.989, 0.000, 0.000, 0.000, 0.802, -0.225, -30.405, -14.551, 24.414, -24.121, 37.6, 3.66, -73, 13011,
 11:30:54.590,WT5500002557_UDP, 2024-7-22 10:55:51.497, 0.008, 0.022, 0.997, 0.000, 0.000, 0.000, 1.230, -0.472, -115.576, -32.129, -16.211, -44.727, 36.0, 3.71, -75, 13011,
 11:30:54.608,WT5500002564_UDP, 2024-7-22 10:51:54.828, 0.004, 0.014, 0.990, 0.000, 0.000, 0.000, 0.802, -0.225, -30.399, -14.551, 24.219, -24.121, 37.6, 3.66, -73, 13011,
 11:30:54.692,WT5500002557_UDP, 2024-7-22 10:55:51.597, 0.007, 0.021, 0.997, 0.000, 0.000, 0.000, 1.230, -0.472, -115.571, -32.031, -16.113, -44.727, 36.0, 3.71, -75, 13011,
 11:30:54.706,WT5500002564_UDP, 2024-7-22 10:51:54.928, 0.003, 0.013, 0.988, 0.000, 0.000, 0.000, 0.802, -0.225, -30.405, -14.551, 24.316, -24.121, 37.6, 3.66, -73, 13011,
 11:30:54.793,WT5500002557_UDP, 2024-7-22 10:55:51.697, 0.009, 0.021, 0.997, 0.000, 0.000, 0.000, 1.230, -0.472, -115.571, -32.031, -16.113, -44.727, 36.0, 3.71, -75, 13011,
 11:30:54.820,WT5500002564_UDP, 2024-7-22 10:51:55.28, 0.004, 0.015, 0.989, 0.000, 0.000, 0.000, 0.802, -0.225, -30.410, -14.648, 24.316, -24.023, 37.6, 3.66, -73, 13011,
 11:30:54.889,WT5500002557_UDP, 2024-7-22 10:55:51.797, 0.009, 0.022, 0.998, 0.000, 0.000, 0.000, 1.230, -0.472, -115.560, -32.031, -15.918, -44.824, 36.0, 3.71, -75, 13011,
 11:30:54.906,WT5500002564_UDP, 2024-7-22 10:51:55.128, 0.003, 0.014, 0.987, 0.000, 0.000, 0.000, 0.802, -0.225, -30.416, -14.648, 24.414, -24.023, 37.6, 3.66, -73, 13011,
 11:30:54.990,WT5500002557_UDP, 2024-7-22 10:55:51.897, 0.009, 0.021, 0.997, 0.000, 0.000, 0.000, 1.230, -0.472, -115.560, -32.031, -16.211, -44.922, 36.0, 3.71, -75, 13011,
 11:30:55.006,WT5500002564_UDP, 2024-7-22 10:51:55.228, 0.003, 0.014, 0.988, 0.000, 0.000, 0.000, 0.802, -0.225, -30.416, -14.551, 24.414, -24.121, 37.6, 3.66, -73, 13011,
 11:30:55.092,WT5500002557_UDP, 2024-7-22 10:55:51.997, 0.008, 0.022, 0.997, 0.000, 0.000, 0.000, 1.230, -0.472, -115.565, -32.031, -16.211, -44.824, 36.0, 3.71, -73, 13011,
 11:30:55.106,WT5500002564_UDP, 2024-7-22 10:51:55.328, 0.003, 0.014, 0.988, 0.000, 0.000, 0.000, 0.802, -0.225, -30.410, -14.551, 24.414, -24.023, 37.6, 3.66, -73, 13011,
 11:30:55.191,WT5500002557_UDP, 2024-7-22 10:55:52.97, 0.009, 0.021, 0.997, 0.000, 0.000, 0.000, 1.230, -0.472, -115.565, -32.031, -16.211, -44.629, 36.0, 3.71, -73, 13011,
 11:30:55.206,WT5500002564_UDP, 2024-7-22 10:51:55.428, 0.004, 0.014, 0.989, 0.000, 0.000, 0.000, 0.802, -0.225, -30.410, -14.551, 24.414, -24.023, 37.7, 3.66, -73, 13011,
 11:30:55.291,WT5500002557_UDP, 2024-7-22 10:55:52.197, 0.007, 0.022, 0.996, 0.000, 0.000, 0.000, 1.230, -0.472, -115.565, -32.129, -16.113, -44.629, 36.0, 3.71, -73, 13011,
 11:30:55.306,WT5500002564_UDP, 2024-7-22 10:51:55.528, 0.003, 0.014, 0.989, 0.000, 0.000, 0.000, 0.802, -0.225, -30.410, -14.648, 24.512, -24.023, 37.6, 3.66, -73, 13011,
 11:30:55.389,WT5500002557_UDP, 2024-7-22 10:55:52.297, 0.008, 0.021, 0.996, 0.000, 0.000, 0.000, 1.230, -0.472, -115.571, -32.129, -16.211, -44.727, 36.0, 3.71, -73, 13011,
 11:30:55.406,WT5500002564_UDP, 2024-7-22 10:51:55.628, 0.004, 0.014, 0.989, 0.000, 0.000, 0.000, 0.802, -0.225, -30.410, -14.551, 24.316, -24.023, 37.6, 3.66, -73, 13011,
