时间,设备名称,片上时间(),加速度X(g),加速度Y(g),加速度Z(g),角速度X(°/s),角速度Y(°/s),角速度Z(°/s),角度X(°),角度Y(°),角度Z(°),磁场X(ʯt),磁场Y(ʯt),磁场Z(ʯt),温度(℃),电量(),信号(),版本号()
 11:31:46.876,WT5500002557_UDP, 2024-7-22 10:56:43.797, 0.008, 0.021, 0.996, 0.000, 0.000, 0.000, 1.236, -0.467, -109.638, -31.055, -11.621, -43.457, 36.2, 3.71, -75, 13011,
 11:31:46.891,WT5500002564_UDP, 2024-7-22 10:52:47.128, 0.005, 0.014, 0.988, 0.000, 0.000, 0.000, 0.813, -0.225, -31.047, -14.551, 23.730, -23.438, 37.7, 3.66, -66, 13011,
 11:31:46.973,WT5500002557_UDP, 2024-7-22 10:56:43.897, 0.009, 0.021, 0.997, 0.000, 0.000, 0.000, 1.236, -0.467, -109.594, -31.152, -11.523, -43.555, 36.3, 3.71, -75, 13011,
 11:31:47.001,WT5500002564_UDP, 2024-7-22 10:52:47.228, 0.004, 0.014, 0.988, 0.000, 0.000, 0.000, 0.813, -0.225, -31.058, -14.648, 23.633, -23.438, 37.7, 3.66, -66, 13011,
 11:31:47.078,WT5500002557_UDP, 2024-7-22 10:56:43.997, 0.008, 0.022, 0.996, 0.000, 0.000, 0.000, 1.236, -0.467, -109.545, -31.152, -11.328, -43.164, 36.3, 3.71, -76, 13011,
 11:31:47.090,WT5500002564_UDP, 2024-7-22 10:52:47.328, 0.004, 0.014, 0.989, 0.000, 0.000, 0.000, 0.813, -0.225, -31.075, -14.648, 23.633, -23.438, 37.7, 3.66, -66, 13011,
 11:31:47.178,WT5500002557_UDP, 2024-7-22 10:56:44.97, 0.008, 0.021, 0.996, 0.000, 0.000, 0.000, 1.236, -0.467, -109.501, -31.152, -11.328, -43.262, 36.3, 3.71, -76, 13011,
 11:31:47.190,WT5500002564_UDP, 2024-7-22 10:52:47.428, 0.003, 0.015, 0.988, 0.000, 0.000, 0.000, 0.813, -0.225, -31.091, -14.648, 23.535, -23.438, 37.7, 3.66, -66, 13011,
 11:31:47.279,WT5500002557_UDP, 2024-7-22 10:56:44.197, 0.008, 0.021, 0.996, 0.000, 0.000, 0.000, 1.236, -0.467, -109.451, -31.250, -11.426, -43.359, 36.3, 3.71, -76, 13011,
 11:31:47.290,WT5500002564_UDP, 2024-7-22 10:52:47.528, 0.003, 0.014, 0.987, 0.000, 0.000, 0.000, 0.813, -0.225, -31.102, -14.648, 23.633, -23.340, 37.7, 3.66, -66, 13011,
 11:31:47.382,WT5500002557_UDP, 2024-7-22 10:56:44.297, 0.008, 0.021, 0.996, 0.000, 0.000, 0.000, 1.236, -0.467, -109.407, -31.250, -11.328, -43.457, 36.3, 3.71, -76, 13011,
 11:31:47.390,WT5500002564_UDP, 2024-7-22 10:52:47.628, 0.004, 0.015, 0.987, 0.000, 0.000, 0.000, 0.813, -0.225, -31.119, -14.746, 23.633, -23.242, 37.7, 3.66, -66, 13011,
 11:31:47.473,WT5500002557_UDP, 2024-7-22 10:56:44.397, 0.008, 0.021, 0.996, 0.000, 0.000, 0.000, 1.236, -0.467, -109.347, -31.348, -11.230, -43.555, 36.3, 3.71, -76, 13011,
 11:31:47.490,WT5500002564_UDP, 2024-7-22 10:52:47.728, 0.004, 0.014, 0.988, 0.000, 0.000, 0.000, 0.813, -0.225, -31.135, -14.746, 23.633, -23.242, 37.7, 3.66, -66, 13011,
 11:31:47.573,WT5500002557_UDP, 2024-7-22 10:56:44.497, 0.008, 0.021, 0.995, 0.000, 0.000, 0.000, 1.236, -0.467, -109.276, -31.445, -11.035, -43.945, 36.3, 3.71, -76, 13011,
 11:31:47.589,WT5500002564_UDP, 2024-7-22 10:52:47.828, 0.004, 0.015, 0.987, 0.000, 0.000, 0.000, 0.813, -0.225, -31.163, -14.844, 23.633, -23.242, 37.7, 3.66, -66, 13011,
 11:31:47.672,WT5500002557_UDP, 2024-7-22 10:56:44.597, 0.008, 0.022, 0.995, 0.000, 0.000, 0.000, 1.236, -0.467, -109.199, -31.445, -11.133, -43.945, 36.3, 3.71, -76, 13011,
 11:31:47.690,WT5500002564_UDP, 2024-7-22 10:52:47.928, 0.003, 0.014, 0.987, 0.000, 0.000, 0.000, 0.813, -0.225, -31.190, -14.844, 23.633, -23.340, 37.7, 3.66, -66, 13011,
 11:31:47.773,WT5500002557_UDP, 2024-7-22 10:56:44.697, 0.008, 0.021, 0.996, 0.000, 0.000, 0.000, 1.236, -0.467, -109.133, -31.348, -11.035, -43.945, 36.3, 3.71, -76, 13011,
 11:31:47.794,WT5500002564_UDP, 2024-7-22 10:52:48.28, 0.004, 0.015, 0.988, 0.000, 0.000, 0.000, 0.813, -0.225, -31.212, -14.941, 23.730, -23.340, 37.7, 3.66, -66, 13011,
 11:31:47.873,WT5500002557_UDP, 2024-7-22 10:56:44.797, 0.008, 0.021, 0.996, 0.000, 0.000, 0.000, 1.236, -0.467, -109.067, -31.348, -11.035, -43.848, 36.3, 3.71, -76, 13011,
 11:31:47.891,WT5500002564_UDP, 2024-7-22 10:52:48.128, 0.004, 0.014, 0.988, 0.000, 0.000, 0.000, 0.813, -0.225, -31.240, -14.941, 23.633, -23.340, 37.6, 3.66, -66, 13011,
 11:31:47.974,WT5500002557_UDP, 2024-7-22 10:56:44.897, 0.008, 0.022, 0.996, 0.000, 0.000, 0.000, 1.236, -0.467, -109.001, -31.348, -10.840, -43.848, 36.3, 3.71, -76, 13011,
 11:31:48.002,WT5500002564_UDP, 2024-7-22 10:52:48.228, 0.003, 0.015, 0.988, 0.000, 0.000, 0.000, 0.813, -0.225, -31.267, -14.941, 23.730, -23.047, 37.7, 3.66, -66, 13011,
 11:31:48.073,WT5500002557_UDP, 2024-7-22 10:56:44.997, 0.008, 0.021, 0.996, 0.000, 0.000, 0.000, 1.236, -0.467, -108.940, -31.445, -11.133, -44.043, 36.3, 3.71, -75, 13011,
 11:31:48.094,WT5500002564_UDP, 2024-7-22 10:52:48.328, 0.004, 0.013, 0.988, 0.000, 0.000, 0.000, 0.813, -0.225, -31.295, -14.941, 23.633, -23.242, 37.7, 3.66, -66, 13011,
 11:31:48.172,WT5500002557_UDP, 2024-7-22 10:56:45.97, 0.008, 0.022, 0.996, 0.000, 0.000, 0.000, 1.236, -0.467, -108.907, -31.250, -11.230, -44.043, 36.3, 3.71, -75, 13011,
 11:31:48.213,WT5500002564_UDP, 2024-7-22 10:52:48.428, 0.004, 0.014, 0.988, 0.000, 0.000, 0.000, 0.807, -0.225, -31.317, -14.844, 23.730, -23.242, 37.6, 3.66, -66, 13011,
 11:31:48.273,WT5500002557_UDP, 2024-7-22 10:56:45.197, 0.008, 0.022, 0.997, 0.000, 0.000, 0.000, 1.236, -0.467, -108.880, -31.152, -11.133, -43.945, 36.3, 3.71, -75, 13011,
 11:31:48.302,WT5500002564_UDP, 2024-7-22 10:52:48.528, 0.005, 0.014, 0.988, 0.000, 0.000, 0.000, 0.807, -0.225, -31.328, -14.844, 23.633, -23.438, 37.6, 3.66, -66, 13011,
 11:31:48.373,WT5500002557_UDP, 2024-7-22 10:56:45.297, 0.008, 0.021, 0.997, 0.000, 0.000, 0.000, 1.236, -0.467, -108.842, -30.957, -11.035, -43.750, 36.3, 3.71, -75, 13011,
 11:31:48.403,WT5500002564_UDP, 2024-7-22 10:52:48.628, 0.004, 0.014, 0.987, 0.000, 0.000, 0.000, 0.807, -0.225, -31.333, -14.746, 23.730, -23.535, 37.7, 3.66, -66, 13011,
 11:31:48.472,WT5500002557_UDP, 2024-7-22 10:56:45.397, 0.008, 0.021, 0.997, 0.000, 0.000, 0.000, 1.230, -0.467, -108.814, -31.055, -11.230, -43.555, 36.3, 3.71, -75, 13011,
 11:31:48.492,WT5500002564_UDP, 2024-7-22 10:52:48.728, 0.004, 0.014, 0.987, 0.000, 0.000, 0.000, 0.807, -0.225, -31.333, -14.746, 23.828, -23.438, 37.6, 3.66, -66, 13011,
 11:31:48.573,WT5500002557_UDP, 2024-7-22 10:56:45.497, 0.008, 0.021, 0.996, 0.000, 0.000, 0.000, 1.230, -0.467, -108.781, -31.152, -11.035, -43.750, 36.3, 3.71, -75, 13011,
 11:31:48.592,WT5500002564_UDP, 2024-7-22 10:52:48.828, 0.003, 0.015, 0.988, 0.000, 0.000, 0.000, 0.807, -0.225, -31.328, -14.746, 23.730, -23.438, 37.7, 3.66, -66, 13011,
 11:31:48.673,WT5500002557_UDP, 2024-7-22 10:56:45.597, 0.008, 0.021, 0.995, 0.000, 0.000, 0.000, 1.236, -0.467, -108.748, -31.152, -11.230, -43.750, 36.3, 3.71, -75, 13011,
 11:31:48.691,WT5500002564_UDP, 2024-7-22 10:52:48.928, 0.004, 0.014, 0.988, 0.000, 0.000, 0.000, 0.807, -0.225, -31.322, -14.648, 23.730, -23.438, 37.7, 3.66, -66, 13011,
 11:31:48.773,WT5500002557_UDP, 2024-7-22 10:56:45.697, 0.009, 0.021, 0.996, 0.000, 0.000, 0.000, 1.236, -0.467, -108.743, -31.152, -11.426, -43.750, 36.3, 3.71, -75, 13011,
 11:31:48.792,WT5500002564_UDP, 2024-7-22 10:52:49.28, 0.004, 0.014, 0.988, 0.000, 0.000, 0.000, 0.807, -0.225, -31.322, -14.746, 23.828, -23.438, 37.7, 3.66, -66, 13011,
 11:31:48.872,WT5500002557_UDP, 2024-7-22 10:56:45.797, 0.008, 0.021, 0.995, 0.000, 0.000, 0.000, 1.236, -0.467, -108.748, -31.152, -11.523, -43.555, 36.3, 3.71, -75, 13011,
 11:31:48.895,WT5500002564_UDP, 2024-7-22 10:52:49.128, 0.003, 0.015, 0.987, 0.000, 0.000, 0.000, 0.807, -0.225, -31.322, -14.746, 23.730, -23.438, 37.7, 3.66, -66, 13011,
 11:31:48.972,WT5500002557_UDP, 2024-7-22 10:56:45.897, 0.008, 0.021, 0.995, 0.000, 0.000, 0.000, 1.236, -0.467, -108.748, -31.152, -11.328, -43.750, 36.3, 3.71, -75, 13011,
 11:31:48.993,WT5500002564_UDP, 2024-7-22 10:52:49.228, 0.004, 0.014, 0.988, 0.000, 0.000, 0.000, 0.807, -0.225, -31.328, -14.844, 23.633, -23.438, 37.7, 3.66, -66, 13011,
 11:31:49.074,WT5500002557_UDP, 2024-7-22 10:56:45.997, 0.008, 0.021, 0.995, 0.000, 0.000, 0.000, 1.236, -0.467, -108.748, -31.152, -11.523, -43.848, 36.3, 3.71, -75, 13011,
 11:31:49.091,WT5500002564_UDP, 2024-7-22 10:52:49.328, 0.004, 0.014, 0.989, 0.000, 0.000, 0.000, 0.813, -0.225, -31.344, -14.844, 23.730, -23.438, 37.7, 3.66, -66, 13011,
 11:31:49.173,WT5500002557_UDP, 2024-7-22 10:56:46.97, 0.008, 0.021, 0.996, 0.000, 0.000, 0.000, 1.236, -0.467, -108.754, -31.152, -11.523, -43.945, 36.3, 3.71, -75, 13011,
 11:31:49.194,WT5500002564_UDP, 2024-7-22 10:52:49.428, 0.004, 0.013, 0.987, 0.000, 0.000, 0.000, 0.807, -0.225, -31.355, -14.844, 23.730, -23.340, 37.7, 3.66, -66, 13011,
 11:31:49.274,WT5500002557_UDP, 2024-7-22 10:56:46.197, 0.007, 0.021, 0.996, 0.000, 0.000, 0.000, 1.236, -0.467, -108.776, -31.250, -11.816, -44.043, 36.3, 3.71, -75, 13011,
 11:31:49.290,WT5500002564_UDP, 2024-7-22 10:52:49.528, 0.004, 0.014, 0.988, 0.000, 0.000, 0.000, 0.807, -0.225, -31.377, -14.844, 23.633, -23.438, 37.7, 3.66, -66, 13011,
 11:31:49.373,WT5500002557_UDP, 2024-7-22 10:56:46.297, 0.009, 0.021, 0.993, 0.000, 0.000, 0.000, 1.236, -0.472, -108.809, -31.250, -11.816, -44.141, 36.3, 3.71, -75, 13011,
 11:31:49.391,WT5500002564_UDP, 2024-7-22 10:52:49.628, 0.003, 0.014, 0.986, 0.000, 0.000, 0.000, 0.807, -0.225, -31.382, -14.746, 23.633, -23.438, 37.6, 3.66, -66, 13011,
 11:31:49.473,WT5500002557_UDP, 2024-7-22 10:56:46.397, 0.008, 0.021, 0.995, 0.000, 0.000, 0.000, 1.236, -0.472, -108.858, -31.152, -12.109, -44.531, 36.3, 3.71, -75, 13011,
 11:31:49.491,WT5500002564_UDP, 2024-7-22 10:52:49.728, 0.004, 0.015, 0.987, 0.000, 0.000, 0.000, 0.807, -0.225, -31.393, -14.746, 23.633, -23.340, 37.7, 3.66, -66, 13011,
 11:31:49.572,WT5500002557_UDP, 2024-7-22 10:56:46.497, 0.008, 0.021, 0.997, 0.000, 0.000, 0.000, 1.236, -0.472, -108.918, -31.152, -12.109, -44.824, 36.3, 3.71, -75, 13011,
 11:31:49.592,WT5500002564_UDP, 2024-7-22 10:52:49.828, 0.003, 0.014, 0.988, 0.000, 0.000, 0.000, 0.807, -0.225, -31.393, -14.746, 23.535, -23.242, 37.6, 3.66, -66, 13011,
 11:31:49.672,WT5500002557_UDP, 2024-7-22 10:56:46.597, 0.008, 0.022, 0.996, 0.000, 0.000, 0.000, 1.236, -0.472, -108.984, -31.055, -12.207, -45.020, 36.3, 3.71, -75, 13011,
 11:31:49.691,WT5500002564_UDP, 2024-7-22 10:52:49.928, 0.004, 0.014, 0.987, 0.000, 0.000, 0.000, 0.807, -0.225, -31.410, -14.844, 23.535, -23.242, 37.7, 3.66, -69, 13011,
 11:31:49.772,WT5500002557_UDP, 2024-7-22 10:56:46.697, 0.008, 0.021, 0.997, 0.000, 0.000, 0.000, 1.236, -0.472, -109.050, -31.152, -12.402, -45.312, 36.3, 3.71, -75, 13011,
 11:31:49.792,WT5500002564_UDP, 2024-7-22 10:52:50.28, 0.004, 0.014, 0.988, 0.000, 0.000, 0.000, 0.807, -0.225, -31.426, -14.844, 23.633, -23.340, 37.7, 3.66, -69, 13011,
 11:31:49.879,WT5500002557_UDP, 2024-7-22 10:56:46.797, 0.008, 0.021, 0.997, 0.000, 0.000, 0.000, 1.236, -0.472, -109.116, -31.152, -12.500, -45.312, 36.3, 3.71, -75, 13011,
 11:31:49.890,WT5500002564_UDP, 2024-7-22 10:52:50.128, 0.004, 0.014, 0.987, 0.000, 0.000, 0.000, 0.807, -0.225, -31.437, -14.844, 23.633, -23.242, 37.7, 3.66, -69, 13011,
 11:31:49.971,WT5500002557_UDP, 2024-7-22 10:56:46.897, 0.008, 0.021, 0.996, 0.000, 0.000, 0.000, 1.236, -0.472, -109.182, -31.250, -12.305, -45.508, 36.2, 3.71, -75, 13011,
 11:31:49.992,WT5500002564_UDP, 2024-7-22 10:52:50.228, 0.004, 0.014, 0.988, 0.000, 0.000, 0.000, 0.807, -0.225, -31.448, -14.941, 23.633, -23.242, 37.7, 3.66, -69, 13011,
 11:31:50.073,WT5500002557_UDP, 2024-7-22 10:56:46.997, 0.008, 0.021, 0.996, 0.000, 0.000, 0.000, 1.236, -0.472, -109.248, -31.250, -12.305, -45.508, 36.3, 3.71, -75, 13011,
 11:31:50.092,WT5500002564_UDP, 2024-7-22 10:52:50.328, 0.004, 0.014, 0.987, 0.000, 0.000, 0.000, 0.807, -0.225, -31.459, -14.844, 23.633, -23.242, 37.7, 3.66, -69, 13011,
 11:31:50.172,WT5500002557_UDP, 2024-7-22 10:56:47.97, 0.007, 0.021, 0.995, 0.000, 0.000, 0.000, 1.230, -0.472, -109.303, -31.152, -12.305, -44.922, 36.3, 3.71, -75, 13011,
 11:31:50.193,WT5500002564_UDP, 2024-7-22 10:52:50.428, 0.004, 0.014, 0.988, 0.000, 0.000, 0.000, 0.807, -0.225, -31.465, -14.844, 23.633, -23.242, 37.6, 3.66, -69, 13011,
 11:31:50.274,WT5500002557_UDP, 2024-7-22 10:56:47.197, 0.007, 0.021, 0.995, 0.000, 0.000, 0.000, 1.230, -0.472, -109.363, -31.250, -12.500, -45.117, 36.3, 3.71, -75, 13011,
 11:31:50.293,WT5500002564_UDP, 2024-7-22 10:52:50.528, 0.005, 0.014, 0.988, 0.000, 0.000, 0.000, 0.807, -0.225, -31.476, -14.844, 23.535, -23.145, 37.6, 3.66, -69, 13011,
 11:31:50.375,WT5500002557_UDP, 2024-7-22 10:56:47.297, 0.008, 0.021, 0.996, 0.000, 0.000, 0.000, 1.230, -0.472, -109.429, -31.152, -12.500, -45.117, 36.3, 3.71, -75, 13011,
 11:31:50.393,WT5500002564_UDP, 2024-7-22 10:52:50.628, 0.004, 0.014, 0.989, 0.000, 0.000, 0.000, 0.807, -0.225, -31.492, -14.844, 23.535, -23.242, 37.7, 3.66, -69, 13011,
 11:31:50.477,WT5500002557_UDP, 2024-7-22 10:56:47.397, 0.008, 0.021, 0.996, 0.000, 0.000, 0.000, 1.230, -0.472, -109.490, -31.152, -12.500, -45.117, 36.3, 3.71, -75, 13011,
 11:31:50.493,WT5500002564_UDP, 2024-7-22 10:52:50.728, 0.004, 0.014, 0.988, 0.000, 0.000, 0.000, 0.813, -0.225, -31.503, -14.844, 23.633, -23.242, 37.7, 3.66, -69, 13011,
 11:31:50.573,WT5500002557_UDP, 2024-7-22 10:56:47.497, 0.008, 0.021, 0.996, 0.000, 0.000, 0.000, 1.230, -0.472, -109.550, -31.250, -12.500, -45.020, 36.3, 3.71, -75, 13011,
 11:31:50.591,WT5500002564_UDP, 2024-7-22 10:52:50.828, 0.003, 0.014, 0.988, 0.000, 0.000, 0.000, 0.807, -0.225, -31.503, -14.844, 23.633, -23.242, 37.6, 3.66, -69, 13011,
 11:31:50.672,WT5500002557_UDP, 2024-7-22 10:56:47.597, 0.008, 0.022, 0.997, 0.000, 0.000, 0.000, 1.236, -0.472, -109.611, -31.250, -12.598, -45.312, 36.3, 3.71, -75, 13011,
 11:31:50.693,WT5500002564_UDP, 2024-7-22 10:52:50.928, 0.003, 0.015, 0.988, 0.000, 0.000, 0.000, 0.807, -0.225, -31.503, -14.746, 23.633, -23.242, 37.7, 3.66, -69, 13011,
 11:31:50.773,WT5500002557_UDP, 2024-7-22 10:56:47.697, 0.007, 0.021, 0.996, 0.000, 0.000, 0.000, 1.236, -0.472, -109.660, -31.152, -12.500, -45.312, 36.3, 3.71, -75, 13011,
 11:31:50.794,WT5500002564_UDP, 2024-7-22 10:52:51.28, 0.005, 0.014, 0.988, 0.000, 0.000, 0.000, 0.807, -0.225, -31.503, -14.844, 23.730, -23.145, 37.7, 3.66, -69, 13011,
 11:31:50.874,WT5500002557_UDP, 2024-7-22 10:56:47.797, 0.008, 0.022, 0.995, 0.000, 0.000, 0.000, 1.230, -0.472, -109.715, -31.152, -12.402, -45.215, 36.2, 3.71, -75, 13011,
 11:31:50.893,WT5500002564_UDP, 2024-7-22 10:52:51.128, 0.003, 0.015, 0.987, 0.000, 0.000, 0.000, 0.807, -0.225, -31.509, -14.844, 23.633, -23.242, 37.6, 3.66, -69, 13011,
 11:31:50.973,WT5500002557_UDP, 2024-7-22 10:56:47.897, 0.008, 0.021, 0.995, 0.000, 0.000, 0.000, 1.230, -0.472, -109.753, -31.152, -12.598, -45.117, 36.3, 3.71, -75, 13011,
 11:31:50.994,WT5500002564_UDP, 2024-7-22 10:52:51.228, 0.005, 0.015, 0.987, 0.000, 0.000, 0.000, 0.807, -0.225, -31.509, -14.746, 23.633, -23.145, 37.7, 3.66, -69, 13011,
 11:31:51.073,WT5500002557_UDP, 2024-7-22 10:56:47.997, 0.008, 0.022, 0.996, 0.000, 0.000, 0.000, 1.230, -0.472, -109.803, -31.152, -12.500, -45.215, 36.3, 3.71, -75, 13011,
 11:31:51.092,WT5500002564_UDP, 2024-7-22 10:52:51.328, 0.003, 0.014, 0.987, 0.000, 0.000, 0.000, 0.807, -0.225, -31.503, -14.746, 23.535, -23.242, 37.7, 3.66, -69, 13011,
 11:31:51.175,WT5500002557_UDP, 2024-7-22 10:56:48.97, 0.008, 0.021, 0.995, 0.000, 0.000, 0.000, 1.230, -0.472, -109.841, -31.250, -12.598, -45.215, 36.3, 3.71, -75, 13011,
 11:31:51.192,WT5500002564_UDP, 2024-7-22 10:52:51.428, 0.004, 0.015, 0.988, 0.000, 0.000, 0.000, 0.807, -0.225, -31.503, -14.746, 23.633, -23.242, 37.7, 3.66, -69, 13011,
 11:31:51.274,WT5500002557_UDP, 2024-7-22 10:56:48.197, 0.009, 0.021, 0.996, 0.000, 0.000, 0.000, 1.230, -0.472, -109.885, -31.152, -12.500, -45.117, 36.3, 3.71, -75, 13011,
 11:31:51.312,WT5500002564_UDP, 2024-7-22 10:52:51.528, 0.003, 0.014, 0.988, 0.000, 0.000, 0.000, 0.813, -0.225, -31.503, -14.746, 23.633, -23.340, 37.7, 3.66, -69, 13011,
 11:31:51.379,WT5500002557_UDP, 2024-7-22 10:56:48.297, 0.009, 0.021, 0.997, 0.000, 0.000, 0.000, 1.236, -0.472, -109.924, -31.250, -12.695, -45.020, 36.3, 3.71, -75, 13011,
 11:31:51.394,WT5500002564_UDP, 2024-7-22 10:52:51.628, 0.003, 0.015, 0.988, 0.000, 0.000, 0.000, 0.813, -0.225, -31.492, -14.648, 23.535, -23.242, 37.6, 3.66, -69, 13011,
 11:31:51.479,WT5500002557_UDP, 2024-7-22 10:56:48.397, 0.008, 0.021, 0.996, 0.000, 0.000, 0.000, 1.236, -0.472, -109.962, -31.250, -12.500, -44.824, 36.3, 3.71, -75, 13011,
 11:31:51.493,WT5500002564_UDP, 2024-7-22 10:52:51.728, 0.003, 0.014, 0.989, 0.000, 0.000, 0.000, 0.813, -0.225, -31.487, -14.648, 23.535, -23.340, 37.7, 3.66, -69, 13011,
 11:31:51.572,WT5500002557_UDP, 2024-7-22 10:56:48.497, 0.008, 0.021, 0.997, 0.000, 0.000, 0.000, 1.236, -0.472, -110.001, -31.152, -12.793, -44.531, 36.3, 3.71, -75, 13011,
 11:31:51.593,WT5500002564_UDP, 2024-7-22 10:52:51.828, 0.004, 0.015, 0.989, 0.000, 0.000, 0.000, 0.813, -0.225, -31.476, -14.648, 23.633, -23.340, 37.6, 3.66, -69, 13011,
 11:31:51.675,WT5500002557_UDP, 2024-7-22 10:56:48.597, 0.008, 0.022, 0.996, 0.000, 0.000, 0.000, 1.236, -0.472, -110.061, -31.250, -12.891, -44.727, 36.3, 3.71, -75, 13011,
 11:31:51.693,WT5500002564_UDP, 2024-7-22 10:52:51.928, 0.004, 0.013, 0.988, 0.000, 0.000, 0.000, 0.807, -0.225, -31.465, -14.648, 23.730, -23.340, 37.7, 3.66, -69, 13011,
 11:31:51.772,WT5500002557_UDP, 2024-7-22 10:56:48.697, 0.008, 0.021, 0.996, 0.000, 0.000, 0.000, 1.236, -0.472, -110.121, -31.250, -12.891, -44.727, 36.3, 3.71, -75, 13011,
 11:31:51.795,WT5500002564_UDP, 2024-7-22 10:52:52.28, 0.005, 0.013, 0.988, 0.000, 0.000, 0.000, 0.807, -0.225, -31.448, -14.648, 23.730, -23.242, 37.7, 3.66, -69, 13011,
 11:31:51.873,WT5500002557_UDP, 2024-7-22 10:56:48.797, 0.008, 0.022, 0.995, 0.000, 0.000, 0.000, 1.236, -0.472, -110.171, -31.152, -12.695, -44.629, 36.3, 3.71, -75, 13011,
 11:31:51.893,WT5500002564_UDP, 2024-7-22 10:52:52.128, 0.004, 0.014, 0.988, 0.000, 0.000, 0.000, 0.807, -0.225, -31.432, -14.551, 23.633, -23.242, 37.7, 3.66, -69, 13011,
 11:31:51.972,WT5500002557_UDP, 2024-7-22 10:56:48.897, 0.008, 0.021, 0.995, 0.000, 0.000, 0.000, 1.236, -0.467, -110.204, -31.250, -12.598, -44.629, 36.3, 3.71, -75, 13011,
 11:31:51.992,WT5500002564_UDP, 2024-7-22 10:52:52.228, 0.004, 0.014, 0.986, 0.000, 0.000, 0.000, 0.807, -0.225, -31.410, -14.648, 23.730, -23.242, 37.7, 3.66, -69, 13011,
 11:31:52.072,WT5500002557_UDP, 2024-7-22 10:56:48.997, 0.008, 0.021, 0.996, 0.000, 0.000, 0.000, 1.236, -0.472, -110.242, -31.152, -12.793, -44.727, 36.3, 3.71, -75, 13011,
 11:31:52.094,WT5500002564_UDP, 2024-7-22 10:52:52.328, 0.004, 0.015, 0.987, 0.000, 0.000, 0.000, 0.807, -0.225, -31.399, -14.648, 23.730, -23.242, 37.7, 3.66, -69, 13011,
 11:31:52.172,WT5500002557_UDP, 2024-7-22 10:56:49.97, 0.008, 0.021, 0.996, 0.000, 0.000, 0.000, 1.236, -0.472, -110.275, -31.250, -12.500, -44.629, 36.2, 3.71, -75, 13011,
 11:31:52.193,WT5500002564_UDP, 2024-7-22 10:52:52.428, 0.003, 0.015, 0.987, 0.000, 0.000, 0.000, 0.807, -0.225, -31.393, -14.648, 23.633, -23.340, 37.7, 3.66, -69, 13011,
 11:31:52.272,WT5500002557_UDP, 2024-7-22 10:56:49.197, 0.008, 0.021, 0.996, 0.000, 0.000, 0.000, 1.236, -0.467, -110.292, -31.152, -12.500, -44.434, 36.3, 3.71, -75, 13011,
 11:31:52.293,WT5500002564_UDP, 2024-7-22 10:52:52.528, 0.003, 0.014, 0.987, 0.000, 0.000, 0.000, 0.813, -0.225, -31.388, -14.746, 23.535, -23.340, 37.7, 3.66, -69, 13011,
 11:31:52.371,WT5500002557_UDP, 2024-7-22 10:56:49.297, 0.008, 0.021, 0.995, 0.000, 0.000, 0.000, 1.236, -0.467, -110.314, -31.250, -12.598, -44.336, 36.3, 3.71, -75, 13011,
 11:31:52.395,WT5500002564_UDP, 2024-7-22 10:52:52.628, 0.003, 0.014, 0.987, 0.000, 0.000, 0.000, 0.813, -0.225, -31.388, -14.648, 23.633, -23.438, 37.7, 3.66, -69, 13011,
 11:31:52.471,WT5500002557_UDP, 2024-7-22 10:56:49.397, 0.008, 0.021, 0.996, 0.000, 0.000, 0.000, 1.236, -0.467, -110.341, -31.348, -12.695, -44.336, 36.3, 3.71, -75, 13011,
 11:31:52.492,WT5500002564_UDP, 2024-7-22 10:52:52.728, 0.003, 0.014, 0.988, 0.000, 0.000, 0.000, 0.807, -0.225, -31.371, -14.551, 23.730, -23.340, 37.7, 3.66, -69, 13011,
 11:31:52.571,WT5500002557_UDP, 2024-7-22 10:56:49.497, 0.007, 0.021, 0.996, 0.000, 0.000, 0.000, 1.236, -0.472, -110.374, -31.250, -12.988, -44.434, 36.3, 3.71, -75, 13011,
 11:31:52.593,WT5500002564_UDP, 2024-7-22 10:52:52.828, 0.003, 0.014, 0.989, 0.000, 0.000, 0.000, 0.807, -0.225, -31.366, -14.746, 23.730, -23.242, 37.7, 3.66, -69, 13011,
 11:31:52.671,WT5500002557_UDP, 2024-7-22 10:56:49.597, 0.009, 0.021, 0.996, 0.000, 0.000, 0.000, 1.236, -0.467, -110.418, -31.348, -12.793, -44.531, 36.3, 3.71, -75, 13011,
 11:31:52.693,WT5500002564_UDP, 2024-7-22 10:52:52.928, 0.003, 0.015, 0.989, 0.000, 0.000, 0.000, 0.807, -0.225, -31.355, -14.648, 23.730, -23.340, 37.6, 3.66, -70, 13011,
 11:31:52.790,WT5500002557_UDP, 2024-7-22 10:56:49.697, 0.009, 0.021, 0.995, 0.000, 0.000, 0.000, 1.236, -0.467, -110.429, -31.348, -12.402, -44.434, 36.3, 3.71, -75, 13011,
 11:31:52.792,WT5500002564_UDP, 2024-7-22 10:52:53.28, 0.004, 0.014, 0.988, 0.000, 0.000, 0.000, 0.807, -0.225, -31.349, -14.746, 23.828, -23.145, 37.6, 3.66, -70, 13011,
 11:31:52.872,WT5500002557_UDP, 2024-7-22 10:56:49.797, 0.009, 0.021, 0.997, 0.000, 0.000, 0.000, 1.236, -0.467, -110.435, -31.250, -12.500, -44.434, 36.3, 3.71, -75, 13011,
